t, E, sx, sy, vx, vy, ax, ay, ts
0.07999998, 1.0422124E8, 500.0, 511.3332, 0.0, -10176.884,0.0, 142018.47, 0.001
0.080999985, 9.9184936E7, 500.0, 501.2614, 0.0, -9958.2705,0.0, 193343.84, 0.001
0.08199999, 1.02536464E8, 500.0, 491.26657, 0.0, -10106.344,0.0, 243702.73, 0.001
0.08299999, 1.07629248E8, 500.0, 481.06552, 0.0, -10287.239,0.0, -206323.06, 0.001
0.08399999, 1.12806952E8, 500.0, 470.70923, 0.0, -10416.721,0.0, -155317.81, 0.001
0.08499999, 1.18036352E8, 500.0, 460.24942, 0.0, -10494.139,0.0, -103536.336, 0.001
0.085999995, 1.23291376E8, 500.0, 449.7384, 0.0, -10519.108,0.0, -51237.3, 0.001
0.087, 1.28545744E8, 500.0, 439.2287, 0.0, -10491.505,0.0, 1317.7844, 0.001
0.088, 1.33773224E8, 500.0, 428.77283, 0.0, -10411.466,0.0, 53866.31, 0.001
0.089, 1.38947664E8, 500.0, 418.42313, 0.0, -10279.391,0.0, 106145.67, 0.001
0.09, 1.440432E8, 500.0, 408.2312, 0.0, -10095.94,0.0, 157894.17, 0.001
0.091000006, 1.49034416E8, 500.0, 398.24808, 0.0, -9862.031,0.0, 208853.8, 0.001
0.09200001, 1.5389632E8, 500.0, 388.5236, 0.0, -9578.833,0.0, 258769.4, 0.001
0.09300001, 1.58604688E8, 500.0, 379.10635, 0.0, -9247.76,0.0, 307391.88, 0.001
0.09400001, 1.63135936E8, 500.0, 370.0435, 0.0, -8870.467,0.0, 354478.03, 0.001
0.09500001, 1.67467408E8, 500.0, 361.3802, 0.0, -8448.841,0.0, 399792.38, 0.001
0.096000016, 1.71577568E8, 500.0, 353.15982, 0.0, -7984.9873,0.0, 443108.88, 0.001
0.09700002, 1.75445776E8, 500.0, 345.42346, 0.0, -7481.226,0.0, 484210.72, 0.001
0.09800002, 1.79052704E8, 500.0, 338.20984, 0.0, -6940.074,0.0, 522892.5, 0.001
0.09900002, 1.82380272E8, 500.0, 331.55493, 0.0, -6364.2363,0.0, 558960.6, 0.001
0.100000024, 1.85411904E8, 500.0, 325.492, 0.0, -5756.591,0.0, 592235.1, 0.001
0.101000026, 1.88132528E8, 500.0, 320.05136, 0.0, -5120.1743,0.0, 622549.8, 0.001
0.10200003, 1.90528496E8, 500.0, 315.2602, 0.0, -4458.168,0.0, 649753.0, 0.001
0.10300003, 1.92587776E8, 500.0, 311.14243, 0.0, -3773.88,0.0, 673708.9, 0.001
0.10400003, 1.94300192E8, 500.0, 307.7187, 0.0, -3070.73,0.0, 694297.7, 0.001
0.105000034, 1.95656976E8, 500.0, 305.0061, 0.0, -2352.233,0.0, 711416.4, 0.001
0.106000036, 1.96651488E8, 500.0, 303.0182, 0.0, -1621.9796,0.0, 724979.3, 0.001
0.10700004, 1.97278688E8, 500.0, 301.76486, 0.0, -883.6198,0.0, 734918.9, 0.001
0.10800004, 1.97535536E8, 500.0, 301.25238, 0.0, -140.84375,0.0, 741185.5, 0.001
0.10900004, 1.97420704E8, 500.0, 301.48337, 0.0, 602.6364,0.0, 743747.94, 0.001
0.110000044, 1.96934688E8, 500.0, 302.45663, 0.0, 1343.1047,0.0, 742593.0, 0.001
0.111000046, 1.96079936E8, 500.0, 304.16733, 0.0, 2076.8604,0.0, 737726.6, 0.001
0.11200005, 1.94860768E8, 500.0, 306.60687, 0.0, 2800.236,0.0, 729173.2, 0.001
0.11300005, 1.93283264E8, 500.0, 309.76312, 0.0, 3509.6162,0.0, 716975.44, 0.001
0.11400005, 1.91355152E8, 500.0, 313.62027, 0.0, 4201.4556,0.0, 701194.2, 0.001
0.115000054, 1.89086208E8, 500.0, 318.15906, 0.0, 4872.297,0.0, 681908.44, 0.001
0.116000056, 1.86487808E8, 500.0, 323.35675, 0.0, 5518.786,0.0, 659214.5, 0.001
0.11700006, 1.83572848E8, 500.0, 329.18744, 0.0, 6137.6934,0.0, 633226.06, 0.001
0.11800006, 1.80355824E8, 500.0, 335.62192, 0.0, 6725.925,0.0, 604072.6, 0.001
0.11900006, 1.76852992E8, 500.0, 342.62808, 0.0, 7280.5405,0.0, 571900.25, 0.001
0.120000064, 1.73081696E8, 500.0, 350.17087, 0.0, 7798.768,0.0, 536869.4, 0.001
0.12100007, 1.6906096E8, 500.0, 358.21262, 0.0, 8278.02,0.0, 499155.47, 0.001
0.12200007, 1.64810752E8, 500.0, 366.7131, 0.0, 8715.897,0.0, 458946.72, 0.001
0.12300007, 1.60352272E8, 500.0, 375.62985, 0.0, 9110.214,0.0, 416444.28, 0.001
0.12400007, 1.55707936E8, 500.0, 384.91833, 0.0, 9458.998,0.0, 371860.56, 0.001
0.12500007, 1.50900864E8, 500.0, 394.53214, 0.0, 9760.508,0.0, 325418.12, 0.001
0.12600008, 1.45955056E8, 500.0, 404.4231, 0.0, 10013.234,0.0, 277349.12, 0.001
0.12700008, 1.40895408E8, 500.0, 414.5419, 0.0, 10215.916,0.0, 227894.31, 0.001
0.12800008, 1.35746992E8, 500.0, 424.83792, 0.0, 10367.539,0.0, 177300.3, 0.001
